"Mã SP","Tên Sản Phẩm","Brand Sản Phẩm","Giá Thuê","Giá Cọc","Size","Giá nhập","Tổng doanh thu SP","Tỉ lệ hoàn vốn (%)","Ảnh sản phẩm","Trạng Thái","Ảnh phụ"
"T134","Mochi set","Soleil room","190.000 đ","400.000 đ","S","","0 đ","0,00%","","",""
"T135","Angeli dress","Lesini","190.000 đ","300.000 đ","S","600.000 đ","190.000 đ","31,67%","","",""
"T136","Đầm trắng 2 dây 2 nơ","Cira boutique","150.000 đ","200.000 đ","S","200.000 đ","0 đ","0,00%","","",""
"T137","Rayeon dress","Ninysmuse","190.000 đ","300.000 đ","S","500.000 đ","160.000 đ","32,00%","","",""
"T138","Poem set","Amelie","180.000 đ","300.000 đ","M","350.000 đ","0 đ","0,00%","","",""
"T139","Tyree set","Tyclothing","190.000 đ","300.000 đ","M","500.000 đ","0 đ","0,00%","","",""
"T140","Cloudy set","Tyclothing","190.000 đ","500.000 đ","S","500.000 đ","0 đ","0,00%","","",""
"T141","Lace Mini dress","Ononmade","190.000 đ","300.000 đ","Xs","","0 đ","0,00%","","",""
"T142","Amber set","Aguja","140.000 đ","250.000 đ","M","","0 đ","0,00%","","",""
"T143","Chibi set","","180.000 đ","500.000 đ","S","450.000 đ","330.000 đ","73,33%","","",""
"T144","Novia set","Lagom","190.000 đ","300.000 đ","S","350.000 đ","320.000 đ","91,43%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay_thiet_ke_novia.jpg?raw=true","",""
"T145","Mae dress","Joiedesrose","200.000 đ","400.000 đ","M","550.000 đ","590.000 đ","107,27%","","",""
"T146","Indy dress L (trắng)","Sò vintage","250.000 đ","600.000 đ","L","947.000 đ","2.855.000 đ","301,48%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay_thiet_ke_indy_trang.jpg?raw=true","",""
"T147","Ocean dress","","170.000 đ","400.000 đ","Freesize","400.000 đ","680.000 đ","170,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay_thiet_ke_ocena.jpg?raw=true","",""
"T148","Eily dress S","Those studios","210.000 đ","400.000 đ","S","700.000 đ","750.000 đ","107,14%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay_thiet_ke_eily.jpg?raw=true","Đang kinh doanh",""
"T149","Elodie dress L","Sò vintage","280.000 đ","1.000.000 đ","L","1.376.000 đ","2.854.000 đ","207,41%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay_thiet_ke_elodi.jpg?raw=true","",""
"T150","Vieni dress (vàng nhạt)","Dressesinsilk","160.000 đ","300.000 đ","L","320.000 đ","290.000 đ","90,63%","","",""
"T151","Nina set","Joiedesrose","200.000 đ","300.000 đ","L","","220.000 đ","0,00%","","",""
"T152","Cherry set","Tyclothing","190.000 đ","500.000 đ","S","450.000 đ","160.000 đ","35,56%","","",""
"T153","Lina dress","H.I.U Room","250.000 đ","800.000 đ","M","820.000 đ","495.000 đ","60,37%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay_thiet_ke_lina.jpg?raw=true","",""
"T154","Isabella dress hồng","Ameliee","190.000 đ","500.000 đ","M","520.000 đ","510.000 đ","98,08%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay_thiet_ke_isabella.jpg?raw=true","",""
"PK01","Phụ kiện lẻ","Chỉ phụ kiện lẻ","","","","","70.000 đ","0,00%","","",""
"AD060","AD58 Diên Ý","","100.000 đ","200.000 đ","Freesize","","80.000 đ","0,00%","","",""
"T155","Lepia dress","Sò vintage","220.000 đ","600.000 đ","L","966.000 đ","820.000 đ","84,89%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay_thiet_ke_lepia.jpg?raw=true","",""
"T159","Monte Dress","JuletbyGiang","190.000 đ","500.000 đ","S","1 đ","560.000 đ","56000000,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay_thiet_ke_monte.jpg?raw=true","",""
"T160","Lena dress","Sò vintage","270.000 đ","800.000 đ","S","1.000.000 đ","1.740.000 đ","174,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay_thiet_ke_lena.jpg?raw=true","",""
"T162","Nami dress","Khiet","190.000 đ","500.000 đ","S","420.000 đ","360.000 đ","85,71%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay_thiet_ke_nami.jpg?raw=true","",""
"T163","Libea Dress","Dressesinsilk","160.000 đ","400.000 đ","L","350.000 đ","450.000 đ","128,57%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay_thiet_ke_Libea.jpg?raw=true","",""
"T164","Kumi Dress M","Aguja","150.000 đ","300.000 đ","M","375.000 đ","555.000 đ","148,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay%20thiet%20ke-%20kumi.jpg?raw=true","",""
"T165","Kumi Dress S","Aguja","150.000 đ","300.000 đ","s","375.000 đ","150.000 đ","40,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay%20thiet%20ke-%20kumi.jpg?raw=true","",""
"T161","Joseline dress","Sò vintage","300.000 đ","1.000.000 đ","M","1.389.000 đ","560.000 đ","40,32%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay_thiet_ke_joseline.jpg?raw=true","",""
"T166","Lua Dress","Wonderhouse","200.000 đ","500.000 đ","L","418.000 đ","760.000 đ","181,82%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay_thiet_ke_lua.jpg?raw=true","",""
"T167","Dasha Dress ","Sò vintage","320.000 đ","1.400.000 đ","M","1.527.000 đ","1.820.000 đ","119,19%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay_thiet_ke_dasha.jpg?raw=true","",""
"T168","Nathalia Dress","Sò Vintage","390.000 đ","2.000.000 đ","S","2.082.000 đ","1.880.000 đ","90,30%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay_thiet_ke_nathalia.jpg?raw=true","",""
"T169","Pessa Dress","Sò Vintage","300.000 đ","1.400.000 đ","L","1.400.000 đ","0 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay_thiet_ke_pessa.jpg?raw=true","Đã thanh lý",""
"T170","Femila dress L trắng","Wonderhouse","200.000 đ","400.000 đ","L","412.000 đ","680.000 đ","165,05%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay_thiet_ke_femila.jpg?raw=true","",""
"AD061","AD83 Vân Tịch","YM Concept","150.000 đ","300.000 đ","M","250.000 đ","165.000 đ","66,00%","","",""
"T171","Elodie Dress S","Sò vintage","280.000 đ","1.400.000 đ","S","1.492.000 đ","644.000 đ","43,16%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay_thiet_ke_elodi.jpg?raw=true","",""
"T172","Celas Dress","Those Studio","240.000 đ","700.000 đ","M","892.000 đ","440.000 đ","49,33%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay_thiet_ke_celas.jpg?raw=true","",""
"T173","Rosie Dress","Lagom","160.000 đ","300.000 đ","L","","180.000 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay_thiet_ke_rosie.jpg?raw=true","",""
"T174","Lanthe Dress","OLV","180.000 đ","500.000 đ","S","500.000 đ","530.000 đ","106,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay_thiet_ke_lanthe.jpg?raw=true","",""
"T175","Yasmin Dress","Afrodille","220.000 đ","800.000 đ","M","875.000 đ","424.000 đ","48,46%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay_thiet_ke_yasmin.jpg?raw=true","",""
"T176","Molly Dress M","JolieLoft","250.000 đ","800.000 đ","M","850.000 đ","470.000 đ","55,29%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay_thiet_ke_molly.jpg?raw=true","","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay-thiet_ke_molly%203.jpg?raw=true"
"T177","Sarah Dress","Celeste","180.000 đ","500.000 đ","M","500.000 đ","210.000 đ","42,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay_thiet_ke_sarah.jpg?raw=true","",""
"T178","Perla Dress","Flane","250.000 đ","800.000 đ","M fit S","980.000 đ","0 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay_thiet_ke_perla.jpg?raw=true","",""
"T179","Cat dress","Coem","190.000 đ","500.000 đ","L","","190.000 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay_thiet_ke_cat.jpg","Đang kinh doanh",""
"T180","Veliana Dress","Sò Vintage","270.000 đ","1.000.000 đ","M fit S","1.350.000 đ","510.000 đ","37,78%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay_thiet_ke_veliana.jpg?raw=true","Đang kinh doanh",""
"T181","Vanilla Dress","Wonderhouse","180.000 đ","200.000 đ","M","","200.000 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay_thiet_ke_vanilla_wonderhouse.jpg?raw=true","Đang kinh doanh",""
"T182","Acelia dress trắng L","Sò Vintage","350.000 đ","1.500.000 đ","L","","2.050.000 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay_thiet_ke_acelia.jpg?raw=true","Đang kinh doanh",""
"T183","Viola Dress","Laviem","180.000 đ","400.000 đ","S","","200.000 đ","0,00%","","Đang kinh doanh",""
"T184","Luciana Dress ","Sò Vintage","270.000 đ","1.000.000 đ","M","1.364.000 đ","777.000 đ","56,96%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay_thiet_ke_luciana.jpg?raw=true","Đang kinh doanh",""
"T185","Elize Dress S","Those Studio","210.000 đ","600.000 đ","S","750.000 đ","210.000 đ","28,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay_thiet_ke_elize.jpg?raw=true","Đang kinh doanh",""
"T186","Elize Dress M","Those Studio","210.000 đ","600.000 đ","M","750.000 đ","180.000 đ","24,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay_thiet_ke_elize.jpg?raw=true","Đang kinh doanh",""
"T187","Molly Dress L","Jolie Loft","250.000 đ","800.000 đ","L","700.000 đ","470.000 đ","67,14%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay_thiet_ke_molly.jpg?raw=true","Đang kinh doanh","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay-thiet_ke_molly%203.jpg?raw=true"
"T188","Lamour dress","Dressesinsilk","170.000 đ","400.000 đ","L","","310.000 đ","0,00%","","Đang kinh doanh",""
"T189","Felami Dress","Sò Vintage","260.000 đ","1.000.000 đ","S","1.300.000 đ","0 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay_thiet_ke_felami.jpg?raw=true","Đang kinh doanh",""
"T190","Felia Dress Hồng S","Wonderhouse","200.000 đ","500.000 đ","S","400.000 đ","0 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay_thiet_ke_felia_hong.jpg?raw=true","Đang kinh doanh",""
"T191","Kata Dress ","Jolie loft","270.000 đ","700.000 đ","L","650.000 đ","270.000 đ","41,54%","","Đang kinh doanh",""
"T192","Vira Dress","Tiela","240.000 đ","800.000 đ","L","703.000 đ","440.000 đ","62,59%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay_thiet_ke_vira.jpg?raw=true","Đang kinh doanh",""
"T193","Lilla Dress","Tiela","280.000 đ","1.000.000 đ","L","1.050.000 đ","500.000 đ","47,62%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay_thiet_ke_lilla.jpg?raw=true","Đang kinh doanh",""
"T194","Keva Dress S","Tiela","210.000 đ","600.000 đ","S","657.000 đ","0 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay_thiet_ke_keva%20(2).jpg?raw=true","Đang kinh doanh","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay_thiet_ke_keva.jpg?raw=true"
"T195","Keva Dress M","Tiela","210.000 đ","600.000 đ","M","657.000 đ","0 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay_thiet_ke_keva%20(2).jpg?raw=true","Đang kinh doanh","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay_thiet_ke_keva.jpg?raw=true"
"T196","Amara Dress ","Tiela","250.000 đ","700.000 đ","S","862.000 đ","260.000 đ","30,16%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay_thiet_ke_amara%20(2).jpg?raw=true","Đang kinh doanh","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay_thiet_ke_amara.jpg?raw=true"
"T197","Orla Dress","Sò Vintage","210.000 đ","600.000 đ","S","550.000 đ","0 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay_thiet_ke_orla.jpg?raw=true","Đang kinh doanh",""
"T198","Indy Dress L Trắng 2","Sò Vintage","250.000 đ","800.000 đ","L","1.068.000 đ","486.000 đ","45,51%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay_thiet_ke_indy_trang.jpg?raw=true","Đang kinh doanh",""
"T199","Senna Dress ","Cira","190.000 đ","500.000 đ","L","","0 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay_thiet_ke_senna.jpg?raw=true","Đang kinh doanh",""
"T200","Snow white","Tiela","190.000 đ","500.000 đ","M","","388.000 đ","0,00%","","Đang kinh doanh",""
"T201","AD19","","100.000 đ","200.000 đ","","","100.000 đ","0,00%","","Đang kinh doanh",""
"PP001","PP01 Hạ Liên M","","100.000 đ","200.000 đ","M","","0 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/pp01_ha_lien_M.jpg?raw=true","Đang kinh doanh",""
"PP002","PP02 Tú Anh M","","100.000 đ","200.000 đ","M","","80.000 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/PP02_tu_anh.jpg?raw=true","Đang kinh doanh","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/pp02_tu_anh_M.jpg?raw=true"
"PP003","PP03 Thiên Thanh M","","100.000 đ","200.000 đ","M","","0 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/pp03_thien_thanh_M.jpg?raw=true","Đang kinh doanh",""
"PP004","PP04 Tâm giao be L","","100.000 đ","200.000 đ","L","","100.000 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/pp4_tam_giao_be_L.jpg?raw=true","Đang kinh doanh",""
"PP005","PP05 Mộc Miên M","","100.000 đ","200.000 đ","M","","250.000 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/pp5_moc_mien.jpg?raw=true","Đang kinh doanh",""
"PP006","PP06 Liên Tâm M","","100.000 đ","200.000 đ","M","","0 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/pp06_lien_tam_M.jpg?raw=true","Đang kinh doanh",""
"PP007","PP07 Tâm Giao Hồng L","","100.000 đ","200.000 đ","L","","0 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/pp7_tam_giao_hong_L.jpg?raw=true","Đang kinh doanh",""
"PP008","PP08 Hương Liên M","","100.000 đ","200.000 đ","M","","0 đ","0,00%","","Đang kinh doanh",""
"PP009","PP09 Sương Khê M","","100.000 đ","200.000 đ","M","","0 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/pp09_suong_khue_M.jpg?raw=true","Đang kinh doanh",""
"PP010","PP010 Vân Đào M","","100.000 đ","200.000 đ","S","","0 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/pp10_van_dao.jpg?raw=true","Đang kinh doanh",""
"PP011","PP011 Nhuế Đào S","","100.000 đ","200.000 đ","M","","0 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/pp11_nhue_dao.jpg?raw=true","Đang kinh doanh",""
"PP012","PP012 Vân Hoàng M","","100.000 đ","200.000 đ","M","","0 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/pp12_van_hoang.jpg?raw=true","Đang kinh doanh",""
"PP013","PP013 Thiên Dạ M","","100.000 đ","200.000 đ","M","","0 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/pp13_thien_da.jpg?raw=true","Đang kinh doanh",""
"T202","Hera Dress","Sò Vintage","320.000 đ","1.500.000 đ","S","","290.000 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/vay_thiet_ke_hera_S.jpg?raw=true","Đang kinh doanh",""
"PP016","PP016 Như Ý L","","100.000 đ","200.000 đ","L","","340.000 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/pp16_nhu_y_L.jpg?raw=true","Đang kinh doanh",""
"PP021","PP21 Tâm Giao hồng M","","100.000 đ","250.000 đ","M","","100.000 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/pp21_tam_giao_hong_M.jpg?raw=true","Đang kinh doanh",""
"PP024","PP24 Vân Chi Vàng Nhạt M","","100.000 đ","200.000 đ","M","","80.000 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/pp24_van_Chi_vang_M.jpg?raw=true","Đang kinh doanh",""
"PP029","PP29 Vân Chi hồng nhạt M","","100.000 đ","200.000 đ","M","","100.000 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/pp29_van_chi_hong_nhat_M.jpg?raw=true","Đang kinh doanh",""
"PP014","PP14 Châu Anh hồng L","","100.000 đ","200.000 đ","L","","0 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/pp14_chau_anh_hong_L.jpg?raw=true","Đang kinh doanh",""
"PP015","PP15 Như Ý M","","100.000 đ","200.000 đ","M","","0 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/pp15_nhu_y_M.jpg?raw=true","Đang kinh doanh",""
"PP017","PP17 Tâm Giao be M","","100.000 đ","200.000 đ","M","","0 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/pp17_tam_giao_be_M%20(2).jpg?raw=true","Đang kinh doanh","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/pp17_tam_giao_be_M.jpg?raw=true"
"PP018","PP18 Tâm Giao xanh dương M","","100.000 đ","200.000 đ","M","","0 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/pp18_tam_giao_xanh_Duong_M.jpg?raw=true","Đang kinh doanh",""
"PP019","PP19 Tâm Giao xanh dương L","","100.000 đ","200.000 đ","L","","0 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/pp19_tam_giao_xanh_duong_L.jpg?raw=true","Đang kinh doanh",""
"PP020","PP20 Lam Tiên S","","100.000 đ","200.000 đ","S","","0 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/pp20_lam_tien_S.jpg?raw=true","Đang kinh doanh",""
"PP022","PP22 Minh Nguyệt trắng S","","100.000 đ","200.000 đ","S","","80.000 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/pp22_minh_nguyet_trang_S.jpg?raw=true","Đang kinh doanh",""
"PP023","PP23 Minh Nguyệt tím M","","100.000 đ","200.000 đ","M","","0 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/pp23_minh_nguyet_tim_L.jpg?raw=true","Đang kinh doanh",""
"PP025","PP25 Minh Nguyệt hồng L","","100.000 đ","200.000 đ","L","","0 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/pp25_minh_nguyet_hong_L%20(2).jpg?raw=true","Đang kinh doanh",""
"PP026","PP26 Minh Nguyệt xanh dương L","","100.000 đ","200.000 đ","L","","0 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/pp26_minh_ngueyt_xanh_duong_L.jpg?raw=true","Đang kinh doanh",""
"PP027","PP27 Vân Chi hồng đậm M","","100.000 đ","200.000 đ","M","","0 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/pp27_van_chi_hong_dam_M.jpg?raw=true","Đang kinh doanh",""
"PP028","PP28 Vân Chi hồng đậm L","","100.000 đ","200.000 đ","L","","0 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/pp28_van_chi_hong_dam_L.jpg?raw=true","Đang kinh doanh",""
"PP030","PP30 Vân Chi xanh dương nhạt M","","100.000 đ","200.000 đ","M","","0 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/PP30_van_chi_xanh_duong_nhat_M.jpg?raw=true","Đang kinh doanh",""
"PP031","PP31 Vân Chi xanh dương đậm M","","100.000 đ","200.000 đ","M","","0 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/pp31_van_chi_xanh_duong_dam_M.jpg?raw=true","Đang kinh doanh",""
"PP032","PP32 Vân Chi tím M","","100.000 đ","200.000 đ","M","","0 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/pp32_van_chi_tim_M.jpg?raw=true","Đang kinh doanh",""
"PP033","PP33 Vân Chi tím L","","100.000 đ","200.000 đ","L","","0 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/pp33_van_chi_tim_M.jpg?raw=true","Đang kinh doanh",""
"PP034","PP34 Linh Đan trắng M","","100.000 đ","200.000 đ","M","","0 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/pp34_linh_dan_trang_M.jpg?raw=true","Đang kinh doanh",""
"PP035","PP35 Linh Đan xanh lá M","","100.000 đ","200.000 đ","M","","0 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/pp35_linh_dan_xanh_la_M.jpg?raw=true","Đang kinh doanh",""
"PP036","PP36 Linh Đan hồng M","","100.000 đ","200.000 đ","M","","0 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/pp36_linh_dan_hong_M.jpg?raw=true","Đang kinh doanh",""
"PP037","PP37 Châu Anh xanh lá M","","100.000 đ","200.000 đ","M","","0 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/pp37_chau_anh_xanh_la_M.jpg?raw=true","Đang kinh doanh",""
"PP038","PP38 DIệu An M","","100.000 đ","200.000 đ","M","","0 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/pp38_dieu_an_M.jpg?raw=true","Đang kinh doanh",""
"PP039","PP39 Quỳnh Anh trắng M","","100.000 đ","200.000 đ","M","","0 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/pp39_quynh_anh_trang_M.jpg?raw=true","Đang kinh doanh",""
"PP040","PP40 Quỳnh Anh vàng M","","100.000 đ","200.000 đ","M","","0 đ","0,00%","https://github.com/thanhsang3197/sherent-hinhanh/blob/main/pp40_quynh_anh_vang_M.jpg?raw=true","Đang kinh doanh",""
